-151.923682988	63.6483392365	-150.0376 64.1937 24500.0 110.900281898	250.908541046
-149.92948554	62.2636316126	-150.9023 61.97 8900.0 60.4994965914	434.934693837
-148.64819316	61.284993455	-152.6732 60.0012 98000.0 262.906602253	562.921773075
-148.606273569	61.2516999806	-150.1984 60.7706 50400.0 101.581172665	567.249135645
-148.68798675	61.3165212668	-152.7413 60.0224 92800.0 264.68205812	558.822352235
-148.961346184	61.5310867437	-148.2035 61.7493 12100.0 47.0323379106	530.882716496
-151.899330222	63.6323673718	-150.0626 64.1639 23200.0 108.08709004	253.053239044
-151.926112067	63.6499311471	-150.0833 64.1833 20000.0 108.399985217	250.694749365
-149.682448893	62.0806665686	-152.1747 61.3046 130500.0 157.945139402	458.98342761
-149.569976961	61.9964811971	-149.3909 62.049 38200.0 11.0697184397	470.029417022
-149.433998014	61.8939528006	-150.3308 61.625 60300.0 56.1305960397	483.466111143
-151.2796591	63.2184069434	-149.2281 63.8056 123000.0 121.488886914	308.451161888
-150.786241068	62.8781107666	-152.4626 62.3598 143500.0 103.796661249	353.729925741
-148.968398895	61.536576438	-153.5952 60.0364 155800.0 302.745806157	530.166935236
-153.389575395	64.570471544	-151.065 65.2466 15200.0 133.587088215	126.09727569
-151.034197393	63.050327347	-150.9464 63.0765 131500.0 5.32024941559	330.84386713
-148.847259587	61.4419629063	-152.993 60.1136 129500.0 270.366631394	542.496642677
-150.325636372	62.5515680801	-149.6847 62.739 73300.0 39.0071249542	396.969348849
-151.184205508	63.1533267159	-151.5803 63.0338 10500.0 24.0740947738	317.128298736
-149.562295942	61.9907115776	-149.5569 61.9923 41700.0 0.334148172157	470.786012369
-151.263501357	63.2074156478	-151.4399 63.1544 13600.0 10.6857921195	309.91722943
-149.159382318	61.6843625843	-149.9237 61.4564 40100.0 47.9727605431	510.879684079
-148.766356107	61.3783932231	-152.304 60.2609 99800.0 229.541788724	550.773001489
-149.684917736	62.082508257	-150.6872 61.7805 62200.0 62.5686631881	458.741644702
-148.664656542	61.2980462226	-150.0171 60.8913 49400.0 86.0134282881	561.224763469
-149.219271186	61.7303615637	-153.546 60.3334 188800.0 281.25978774	504.869324199
-149.980378158	62.3009964831	-150.6399 62.1032 10100.0 40.8581635521	430.016342361
-151.396176789	63.297367372	-151.3697 63.3053 11100.0 1.59776293834	297.911851348
-148.668590772	61.3011635216	-147.2653 61.6985 35800.0 86.9898478079	560.819440487
-149.656719921	62.061457542	-149.8761 61.9965 46100.0 13.5957859719	461.504907721
-148.963832122	61.5330220126	-153.5764 60.038 162500.0 301.788260637	530.630389231
-150.493329986	62.6714649064	-151.9998 62.2088 106000.0 93.4710590064	381.116265975
-150.24551345	62.4938677719	-149.2747 62.7755 66700.0 58.9624510707	404.589247935
-150.457969308	62.646280033	-149.3652 62.9631 86700.0 66.0868053763	384.44848115
-151.009122088	63.033023126	-150.9958 63.037 122400.0 0.808162905996	333.146063353
-150.135090687	62.4139041011	-148.9034 62.7688 64400.0 74.740670512	415.139286451
-151.380014422	63.2864460936	-151.3785 63.2869 14900.0 0.0914319035962	299.370336812
-150.221153463	62.4762715174	-148.974 62.8358 70100.0 75.571547018	406.911805821
-148.715288591	61.3381087314	-153.1961 59.8935 119300.0 293.774032534	556.014555883
-150.257533907	62.5025414561	-152.0517 61.9493 125600.0 112.007280841	403.444188172
-149.938240384	62.2700672697	-149.701 62.3398 52500.0 14.5770702968	434.087740513
-150.050231487	62.3521012187	-150.789 62.13 70700.0 45.7584411958	423.285426613
-150.055720788	62.3561083516	-150.802 62.1317 71900.0 46.2235344131	422.757458772
-149.956865239	62.2837473648	-151.962 61.6644 114200.0 125.963832323	432.287154562
-151.10246127	63.0973092306	-150.622 63.2394 129800.0 28.971806037	324.590297456
-149.771162913	62.1466772677	-150.4632 61.9394 14500.0 43.015220334	450.31370644
-150.270506881	62.5118956384	-148.2506 63.0847 67400.0 121.410541321	402.20913923
-148.964848064	61.5338128279	-153.4969 60.0675 170100.0 296.266214242	530.527278239
-150.851466822	62.9236520186	-148.9217 63.4751 8500.0 115.107514377	347.683499935
-150.158820632	62.431131856	-149.4607 62.6347 65800.0 42.5664436529	412.86730769
-151.00141563	63.0276999533	-150.4368 63.1942 122000.0 34.0640735444	333.854152796
-150.046684538	62.3495112989	-150.5787 62.1903 7800.0 32.8861514174	423.626651563
-149.68389042	62.0817419401	-148.058 62.5442 62100.0 98.9686740771	458.842250001
-150.542631494	62.7064926427	-150.485 62.7236 97100.0 3.5169128987	376.479776501
-148.557532385	61.2128834607	-151.0377 60.449 67900.0 159.728446888	572.292247121
-148.852900255	61.4463836172	-153.2947 60.0137 150500.0 290.541039558	541.920862121
-152.697410586	64.1445064529	-149.0553 65.1661 19500.0 208.27533139	184.000169829
-152.675773846	64.1309234157	-149.0398 65.1507 12800.0 207.996120867	185.83935669
-148.263187537	60.976045574	-150.9827 60.1363 65300.0 176.336400001	603.013993141
-150.964713109	63.0023155345	-150.7767 63.0582 123600.0 11.3920589928	337.230027634
-149.663166832	62.0662734799	-149.821 62.0196 45300.0 9.77472155321	460.872800741
-150.180676137	62.4469776839	-151.8159 61.9449 108900.0 102.023725603	410.77710588
-150.893838045	62.9531442458	-152.0576 62.597 3700.0 71.5708064123	343.765734207
-152.685543666	64.1370587216	-149.0505 65.1567 16600.0 207.91820487	185.008670346
-152.674421241	64.1300737345	-149.0351 65.1507 16500.0 208.184346748	185.954391843
-148.801882679	61.4063459185	-153.0909 60.0283 131900.0 280.302608963	547.134512262
-150.762464748	62.861467176	-148.5561 63.4876 9400.0 131.424728453	355.938668268
-150.605003501	62.750663398	-149.2968 63.1287 81100.0 78.7828575796	370.629786238
-150.661273988	62.7903763726	-148.1297 63.503 400.0 150.552865769	365.367049487
-150.656697423	62.7871512894	-150.7337 62.7642 94700.0 4.69795694616	365.794546604
-148.485408815	61.1552373125	-152.1323 60.0035 91100.0 237.857025725	579.777558879
-148.319428308	61.0216226765	-149.5584 60.6511 38000.0 79.1362568505	597.108325428
-150.544150198	62.7075700608	-149.9347 62.8863 76200.0 36.9868611255	376.337126387
-148.965013813	61.5339418429	-153.3727 60.1118 157400.0 287.761378054	530.51045642
-150.267790628	62.5099376655	-151.2281 62.2192 83200.0 59.4324439572	402.467666942
-149.623729907	62.036784891	-149.4622 62.0842 38700.0 9.97868548469	464.742653327
-148.816847822	61.41810293	-153.3646 59.9483 142900.0 297.948241045	545.603789135
-148.553495085	61.2096631506	-152.6039 59.9182 95300.0 264.993031503	572.710533583
-148.910422661	61.4913803852	-153.5256 59.9962 169700.0 302.188197855	536.058474767
-149.137501758	61.6675159399	-153.7882 60.1563 196400.0 303.689073807	513.080063004
-150.373599562	62.5859800534	-151.2041 62.335 83100.0 51.2562660152	392.422013242
-151.041192886	63.055150412	-151.0092 63.0647 133100.0 1.93959272858	330.202089444
-148.663014433	61.2967448761	-152.6202 60.0363 95800.0 258.243247214	561.393965092
-149.89444481	62.2378402109	-150.5247 62.0491 60700.0 39.0816651872	438.328199333
-148.850742136	61.444692429	-152.5879 60.258 109800.0 242.688153511	542.141136444
-150.216057542	62.4725873543	-148.8204 62.8736 64900.0 84.456293732	407.398013543
-151.560863242	63.4080760552	-149.5652 63.9816 141500.0 117.786629737	283.113342221
-150.782118607	62.8752266543	-150.6543 62.9132 108500.0 7.76877586975	354.112709452
-152.270326575	63.8733125434	-148.9325 64.8116 24700.0 192.54026278	220.639680028
-148.927981093	61.5050847392	-149.5082 61.3331 50600.0 36.4819126814	534.272379766
-151.104142263	63.0984638301	-150.6686 63.2274 133600.0 26.2745598272	324.436558261
-148.784875819	61.3929721294	-152.8788 60.0835 105200.0 267.078851331	548.875474626
-148.870938626	61.4605106943	-152.9074 60.17 128500.0 262.856266384	540.080660949
-150.60544447	62.750975116	-151.1361 62.5913 93700.0 32.547515787	370.588489162
-148.594276742	61.2421564512	-151.3869 60.3758 68500.0 180.306433391	568.489258797
-151.07999881	63.0818700479	-150.816 63.1603 137600.0 15.9589888297	326.645827385
-149.034440639	61.5878704533	-153.1002 60.2851 141700.0 264.242137453	523.47659732
-149.073529776	61.6181358868	-150.0865 61.3146 58700.0 63.8149537559	519.527086235
-148.793644384	61.399869215	-153.0998 60.0159 119700.0 281.504944918	547.977665863
-149.11020578	61.6464690778	-149.8574 61.4238 52800.0 46.9250983682	515.828402453
-150.975050796	63.0094707796	-150.4349 63.1688 117500.0 32.6078421274	336.278579242
-150.905550026	62.9612835841	-150.6591 63.0344 117100.0 14.9360125656	342.684202172
-150.63023277	62.7684850021	-151.2434 62.5836 88800.0 37.6273043636	368.268447728
-149.398101786	61.8667493981	-150.4705 61.544 65200.0 67.2722684636	487.028273887
-148.597904227	61.2450428549	-152.7944 59.9021 104200.0 274.785503802	568.114202857
-149.967579154	62.2916100569	-148.8504 62.6138 67200.0 68.035641189	431.252111606
-151.653104869	63.4696309965	-149.3562 64.126 144700.0 134.991480235	274.874208444
-149.493465166	61.9388923664	-152.4803 61.0003 127600.0 190.752069064	477.578788774
-150.762471426	62.8614718539	-150.6985 62.8805 99700.0 3.89171779519	355.938047548
