-148.203 61.7493
-149.391 62.049
-150.946 63.0765
-149.685 62.739
-151.58 63.0338
-149.557 61.9923
-151.44 63.1544
-149.924 61.4564
-150.64 62.1032
-151.37 63.3053
-149.876 61.9965
-150.996 63.037
-151.379 63.2869
-149.701 62.3398
-150.789 62.13
-150.802 62.1317
-150.622 63.2394
-150.463 61.9394
-149.461 62.6347
-150.437 63.1942
-150.579 62.1903
-150.485 62.7236
-150.777 63.0582
-149.821 62.0196
-150.734 62.7642
-149.935 62.8863
-149.462 62.0842
-151.009 63.0647
-150.525 62.0491
-150.654 62.9132
-149.508 61.3331
-150.669 63.2274
-151.136 62.5913
-150.816 63.1603
-149.857 61.4238
-150.435 63.1688
-150.659 63.0344
-151.243 62.5836
-150.698 62.8805
-151.567 63.0887
-149.543 62.7037
-151.337 63.3066
-150.703 63.1727
-151.411 62.5141
-147.554 60.3253
-150.686 63.2426
-150.877 63.1283
-150.884 63.0207
-150.69 62.0834
-150.28 62.9513
-150.663 63.297
-151.151 62.6716
-151.137 62.5225
-150.929 63.1336
-151.543 62.6752
-150.879 63.5367
-150.823 63.5129
-151.407 63.3308
-150.94 62.9547
-151.151 62.4974
-150.818 63.086
-150.664 63.2403
-149.622 62.8771
-150.909 63.116
-150.543 62.889
-149.22 61.8995
-150.611 63.1991
-150.747 63.2192
-149.77 61.6025
-150.726 63.229
-147.158 60.9076
-150.714 63.1997
-150.942 63.1571
-149.588 61.6917
-151.231 63.4626
-150.912 62.3259
-149.699 62.8884
-149.407 62.2661
-151.738 63.5085
-149.88 61.5079
-150.92 63.0946
-151.035 63.5982
-151.022 62.3591
-151.478 63.2182
-150.701 63.2555
-149.534 62.175
-149.65 62.1171
-151.011 63.1789
-150.905 63.0815
-150.731 63.3857
-150.756 62.8872
-150.152 61.8687
-150.319 63.1234
-151.603 63.0788
-150.83 63.6517
-149.756 61.4688
-149.95 61.5406
-150.554 63.018
-151.547 63.08
-150.658 63.3032
-150.419 63.1213
-150.019 61.686
-150.498 63.0047
-147.433 60.8721
-150.543 62.8608
-149.83 61.3555
-150.487 62.1081
-151.214 63.5795
-150.926 62.2676
-150.37 61.8136
-151.606 63.1133
-150.631 63.2694
-149.825 61.5247
-150.934 63.5957
-150.559 63.0725
-149.665 62.7417
-150.428 62.3248
-147.275 60.4238
-148.503 61.1815
-151.044 62.5608
-147.541 60.5082
-151.439 63.298
