203.382 71.3221
234.753 71.9871
209.387 69.836
211.299 69.72
215.088 69.9175
216.289 69.626
235.93 69.3475
209.319 68.9656
211.177 69.1532
213.625 69.322
208.187 68.1343
210.384 68.0584
211.513 68.0748
214.432 68.1207
218.405 68.1861
223.281 66.3701
206.517 67.2221
207.821 67.5076
212.113 67.5187
214.357 67.5933
215.855 67.6946
226.258 67.441
206.494 66.5156
208.493 66.9214
209.976 66.7108
212.525 66.7004
213.899 66.7653
216.215 66.9498
218.345 66.8088
223.778 66.9808
207.195 65.6571
208.623 65.8937
210.457 65.8251
212.122 65.8371
214.18 66.267
214.181 66.267
218.474 66.2305
214.843 62.3987
213.052 64.4091
208.018 65.18
210.64 65.1479
216.846 65.3064
218.385 65.6035
221.694 65.3609
205.853 64.1767
214.63 64.613
216.201 64.5654
216.436 64.5012
221.784 64.453
205.93 63.3569
214.222 63.8036
217.924 64.0292
222.48 63.8433
205.146 62.1816
206.12 62.4787
216.652 63.0254
218.173 63.0618
221.871 63.109
205.608 61.9037
206.868 61.8823
209.88 61.7531
212.274 61.7929
213.825 62.1067
217.004 62.4013
218.122 62.3579
221.538 62.4435
223.207 62.5763
225.609 62.2024
201.231 60.4742
204.11 60.6801
205.516 60.8132
207.791 61.2001
215.402 61.6061
222.911 61.4593
224.22 61.4862
226.918 61.1512
201.907 59.5938
202.905 59.7733
204.792 59.8542
205.68 60.1952
207.376 60.0815
210.276 60.4814
219.809 60.7718
221.424 60.3024
223.909 60.7704
202.009 59.0314
203.561 59.1953
204.771 59.3922
206.768 59.6524
212.597 59.9979
222.262 59.6304
223.04 60.1218
226.285 59.5898
227.183 60.2114
212.566 65.1171
203.344 58.6774
204.113 58.2637
204.991 58.6484
206.355 58.9287
207.606 58.6097
213.66 59.4296
227.731 58.9601
202.426 57.5673
203.613 57.6397
224.26 58.4133
225.482 58.2747
229.033 59.3946
197.939 55.703
200.447 56.2848
223.768 57.9616
225.424 57.4688
228.869 57.9128
227.048 56.8144
229.75 56.9811
212.138 64.8735
210.428 68.6408
226.879 56.1146
229.974 55.9154
228.385 55.3279
