194.03 54.13
224.58 60.42
196.85 55.42
188.75 52.5
201.83 56.88
206.58 59.37
228.95 55.32
201.2 56.53
191.97 53.93
218.25 61.38
211.58 64.07
189.95 52.9
188.87 52.57
203 57.13
190.05 52.82
229.77 54.7
198.78 55.62
205.55 58.42
206.45 58.87
226.9 56.5
197.73 55.18
224.25 57.05
229.37 57.72
197.93 55.33
195.67 66.35
195.65 54.67
222.62 62.93
206.32 58.77
197.18 55.07
216.92 62.13
204.9 58.35
207.52 61.62
228.03 58.6
189.88 52.75
228.72 56.78
206.92 60.03
196.08 65.6
195.53 61.43
196.27 54.75
229.45 56.58
190.28 52.97
205.95 58.62
205.02 58.27
203.25 57.38
189.57 63.6
205.65 58.47
200.2 56.02
228.65 58.42
204.75 58.2
193.07 53.9
204.65 58.17
231.27 52.5
236.27 52.9
204.84 58.27
193.67 60.02
191.87 53.42
198.1 55.42
198.13 55.45
191.45 53.15
207.25 60.48
196.4 54.8
226.68 59.68
215.87 62.22
235.3 52.47
196.03 54.75
233.7 51.43
205.32 58.33
229.32 57.43
207.75 61.3
197.88 63.45
205.6 58.43
199.998 55.929
200.046 55.954
190.233 52.833
226.7 55.25
204.92 58.23
231.1 55.12
229.417 59.367
203.63 57.75
203.48 57.83
190.23 53.07
200 55.93
204.58 57.87
200.62 56.17
191.32 53.13
195.35 54.52
215.98 62
202.82 57.02
189.37 52.63
